category,created_at,domain,tool_name,value
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""2fzb.peizheng.edu.cn"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://2fzb.peizheng.edu.cn"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""art.peizheng.edu.cn"", ""status_code"": 200, ""tech"": [""Nginx"", ""Slick"", ""jQuery""], ""title"": ""广东培正学院艺术学院"", ""url"": ""https://art.peizheng.edu.cn"", ""webserver"": ""nginx""}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""bwc.peizheng.edu.cn"", ""status_code"": 200, ""tech"": [""Nginx"", ""Slick"", ""jQuery""], ""title"": ""广东培正学院保卫处"", ""url"": ""https://bwc.peizheng.edu.cn"", ""webserver"": ""nginx""}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""caigou.peizheng.edu.cn"", ""status_code"": 200, ""tech"": [""Nginx"", ""Slick"", ""jQuery""], ""title"": ""广东培正学院采购中心"", ""url"": ""https://caigou.peizheng.edu.cn"", ""webserver"": ""nginx""}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""accsy.peizheng.edu.cn"", ""status_code"": 200, ""tech"": [""PHP:5.2.17"", ""jQuery:1.11.3""], ""title"": ""广东培正学院会计学院实验实训教学中心"", ""url"": ""https://accsy.peizheng.edu.cn"", ""webserver"": ""Paladin Winbox 1.3""}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""2fwebvpn1.peizheng.edu.cn"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://2fwebvpn1.peizheng.edu.cn"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""252fwebvpn1.peizheng.edu.cn"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://252fwebvpn1.peizheng.edu.cn"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""218.107.0.22"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://218.107.0.22"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""211.66.248.5"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://211.66.248.5"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""218.107.0.57"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://218.107.0.57"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""218.107.0.58"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://218.107.0.58"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""219.135.198.37"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://219.135.198.37"", ""webserver"": null}"
web,2026-06-13T07:10:06Z,peizheng.edu.cn,httpx,"{""cdn"": null, ""input"": ""219.135.198.35"", ""status_code"": 404, ""tech"": [], ""title"": ""404 not found"", ""url"": ""http://219.135.198.35"", ""webserver"": null}"
